Date,Open,High,Low,Close,Volume
2019-12-24,61.2175,61.3936,61.2175,61.3936,404.6018957246
2019-12-26,62.0478,62.2111,62.0183,62.0183,731.943127944
2019-12-27,61.8894,62.217,61.6572,62.0891,606.9028435869
2019-12-30,62.217,62.4393,61.6327,61.9897,1145.6943127679
2019-12-31,61.7448,62.0645,61.5569,61.5569,259.2298578135
2020-01-02,61.5805,61.6327,61.2175,61.5333,13300.016587349
2020-01-03,63.8007,63.9404,62.8544,63.4033,13919.118483068
2020-01-06,63.9964,63.9964,63.2174,63.2174,6505.1445496023
2020-01-07,62.9429,63.2174,62.5554,63.0521,2497.7559241089
2020-01-08,62.7718,62.7718,59.8276,60.8251,18112.542653581
2020-01-09,59.8788,60.1601,59.1371,60.0204,1845.1066350255
2020-01-10,59.4351,59.9368,59.3771,59.5581,9524.4099523713
2020-01-13,59.1321,59.1321,58.4308,58.5419,14968.236966455
2020-01-14,58.9629,59.021,58.6295,58.8813,2496.7393364312
2020-01-15,58.4996,58.5183,57.876,58.4308,48334.677723924
2020-01-16,58.9433,59.2138,58.8223,58.9502,1258.5355449926
2020-01-17,59.2138,59.2138,58.8813,59.1675,404.6018957246
2020-01-21,58.658,59.0741,58.658,58.7052,934.2440758063
2020-01-22,57.631,57.631,57.0172,57.1284,2810.8649288405
2020-01-23,55.6804,56.0985,55.2545,55.9873,2037.2417061108
2020-01-24,55.1522,55.1522,54.318,54.7636,16843.841231811
2020-01-27,53.2605,53.8183,53.053,53.3166,12562.990521017
2020-01-28,53.6501,54.2629,53.4287,54.0121,9773.4739334078
2020-01-29,54.1803,54.1803,53.5104,53.5694,2555.7014217378
2020-01-30,52.51,53.1563,52.1381,53.1563,6674.9146917782
2020-01-31,52.2601,52.5946,51.4545,52.0644,4794.2274880332
2020-02-03,51.5932,51.7594,50.3833,50.396,9340.4075827076
2020-02-04,51.2597,51.3138,49.979,50.0901,16318.26540244
2020-02-05,51.6483,52.149,50.9804,51.4112,16528.699051724
2020-02-06,51.065,51.5637,50.758,51.5096,23449.627961506
2020-02-07,50.7856,51.425,50.6734,50.8141,6138.1563979526
2020-02-10,50.2288,50.5347,49.9239,49.9239,6126.9739334979
2020-02-11,50.9804,50.9804,50.1885,50.4236,7637.6232225601
2020-02-12,52.0368,52.0368,51.5096,51.9257,5650.1943126566
2020-02-13,51.844,52.1204,51.6197,51.9817,4594.976303204
2020-02-14,52.5946,52.5946,52.1204,52.5661,9080.1611372164
2020-02-18,51.6483,52.5385,51.6483,52.51,5814.881516444
2020-02-19,53.0894,53.8999,53.0244,53.594,46133.765401704
2020-02-20,54.1517,54.5265,53.9294,53.9845,61726.187202266
2020-02-21,52.9841,53.4553,52.6211,53.3166,8310.6042651975
2020-02-24,50.8407,51.5637,50.7295,51.3699,7515.6327012361
2020-02-25,51.425,51.425,49.8698,49.8698,10943.566350441
2020-02-26,49.7291,50.2013,48.407,48.7277,51017.452605374
2020-02-27,47.0033,47.6703,46.0295,46.8371,33919.464454138
2020-02-28,45.0566,45.4176,44.0552,45.334,12185.83649259
2020-03-02,46.419,47.4765,45.7521,47.4765,61012.542652521
2020-03-03,47.5591,48.6441,46.6148,47.3378,9933.0781988067
2020-03-04,48.4493,48.4493,46.8922,47.1981,4775.9289098346
2020-03-05,46.9197,47.0132,45.815,46.0432,6970.7417059889
2020-03-06,44.3612,44.3612,41.3462,41.7741,111085.58530531
2020-03-09,32.9563,36.1287,30.9555,31.6775,105641.75829123
2020-03-10,34.1535,35.2936,33.1531,35.2109,54592.791467845
2020-03-11,33.8475,34.0413,32.9563,33.4029,49267.905212053
2020-03-12,31.0667,32.4291,31.0116,31.4641,22815.277250621
2020-03-13,33.1245,34.0148,31.5949,33.5977,17762.836492452
2020-03-16,29.3423,30.5552,28.9813,29.1475,53691.078197726
2020-03-17,29.0924,29.4082,27.2401,27.4084,28638.291468487
2020-03-18,24.7534,24.8911,22.7772,24.2527,67842.995258987
2020-03-19,24.3088,28.1796,23.5022,26.1709,28107.632700727
2020-03-20,25.4764,25.8384,23.029,23.6959,51006.27014092
2020-03-23,25.0308,25.0308,22.5283,23.6133,23775.952606048
2020-03-24,24.3088,24.3363,23.0851,23.8632,57123.078197641
2020-03-25,23.5061,24.7318,22.8106,24.3707,44869.130330645
2020-03-26,23.6182,23.813,22.3227,23.1166,41669.928908923
2020-03-27,22.2824,22.2824,20.8324,21.4738,137317.61374068
2020-03-30,20.2206,20.5265,19.2999,20.2894,206065.37203282
2020-03-31,21.223,21.223,20.2068,20.5403,207922.67771998
2020-04-01,20.3878,20.9997,19.8999,20.9161,72758.196680667
